heavy_atom_idx,degree,hybridization,in_ring,is_aromatic,formal_charge,partial_charge,num_H_neighbors,num_heavy_neighbors,neighbor_atomic_nums,neighbor_C_count,neighbor_O_count,neighbor_N_count,neighbor_S_count,neighbor_Halogen_count,dist_to_O,dist_to_N,dist_to_aromatic,in_symmetric_env,ppm,nb_atoms,multiplicity,couplings
25,3,SP2,1,1,0,-0.035469150399879884,1,2,"6,6",2,0,0,0,0,3,2,1,27,115.3,2,s,[]
1,3,SP2,0,0,0,0.32779983024954623,0,3,"8,8,6",1,2,0,0,0,1,-1,-1,12,167.71,1,s,[]
3,3,SP2,0,0,0,0.023088289570156115,1,2,"6,6",2,0,0,0,0,2,-1,-1,15,121.9,1,s,[]
4,3,SP2,0,0,0,-0.05392533242300136,1,2,"6,6",2,0,0,0,0,3,-1,-1,16,131.4,1,s,[]
5,3,SP2,0,0,0,-0.039994486252604114,1,2,"6,6",2,0,0,0,0,3,-1,-1,17,145.7,1,s,[]
6,3,SP2,0,0,0,0.14411740159852526,0,3,"6,6,6",3,0,0,0,0,2,-1,-1,18,104.7,1,s,[]
7,3,SP2,0,0,0,0.3426251465698517,0,3,"6,8,8",1,2,0,0,0,1,-1,-1,13,166.005,1,s,[]
10,3,SP2,0,0,0,0.3426251465698517,0,3,"6,8,8",1,2,0,0,0,1,-1,-1,13,166.005,1,s,[]
0,4,SP3,0,0,0,-0.0495537283846094,3,1,6,1,0,0,0,0,4,2,-1,18,23.7,1,s,[]
1,4,SP3,0,0,0,0.007962303392503825,1,3,"6,7,6",2,0,1,0,0,3,1,-1,20,47.0,1,s,[]
3,4,SP3,0,0,0,0.02163588901535349,2,2,"6,6",2,0,0,0,0,2,2,-1,19,42.0,1,s,[]
4,3,SP2,0,0,0,0.14503622976739872,0,3,"6,8,6",2,1,0,0,0,1,3,-1,15,208.8,1,s,[]
6,4,SP3,0,0,0,0.10412146840072177,2,2,"6,6",2,0,0,0,0,2,4,-1,17,46.849999999999994,1,s,[]
7,3,SP2,0,0,0,0.3103693652555668,0,3,"6,8,8",1,2,0,0,0,1,5,-1,14,169.60000000000002,1,s,[]
1,3,SP2,1,1,0,0.13543417292727172,0,3,"8,6,6",2,1,0,0,0,1,-1,1,12,150.9,2,s,[]
2,3,SP2,1,1,0,0.08608293424517394,0,3,"6,17,6",2,0,0,0,1,2,-1,1,10,119.75,2,s,[]
4,3,SP2,1,1,0,0.0038115415607810556,1,2,"6,6",2,0,0,0,0,2,-1,1,8,117.6,2,s,[]
5,3,SP2,1,1,0,0.13543417292727172,0,3,"6,8,6",2,1,0,0,0,1,-1,1,12,150.9,2,s,[]
7,3,SP2,1,1,0,0.08608293424517394,0,3,"6,17,6",2,0,0,0,1,2,-1,1,10,119.75,2,s,[]
9,3,SP2,1,1,0,0.0038115415607810556,1,2,"6,6",2,0,0,0,0,2,-1,1,8,117.6,2,s,[]
1,3,SP2,1,1,0,0.1546226161809694,0,3,"7,6,7",1,0,2,0,0,5,1,1,29,156.25,1,s,[]
2,3,SP2,1,1,0,0.14978861676658567,0,3,"6,7,6",2,0,1,0,0,4,1,1,31,119.6,1,s,[]
4,3,SP2,1,1,0,0.09942015586532495,1,2,"7,7",0,0,2,0,0,3,1,1,30,141.2,1,s,[]
6,4,SP3,1,0,0,0.16539082376826325,1,3,"7,8,6",1,1,1,0,0,1,1,1,36,87.9,1,s,[]
8,4,SP3,1,0,0,0.11367548331941726,1,3,"8,6,6",2,1,0,0,0,1,3,3,37,80.25,1,s,[]
9,4,SP3,0,0,0,0.08760471704663236,2,2,"6,8",1,1,0,0,0,1,4,4,35,64.695,1,s,[]
15,4,SP3,1,0,0,0.12820713962253036,1,3,"6,8,6",2,1,0,0,0,1,3,3,39,80.0,1,s,[]
21,4,SP3,1,0,0,0.12860266593989472,1,3,"6,8,6",2,1,0,0,0,1,2,2,38,74.8,1,s,[]
23,3,SP2,1,1,0,0.1671385092479265,0,3,"7,7,6",1,0,2,0,0,3,1,1,32,150.2,1,s,[]
25,3,SP2,1,1,0,0.11992625588575459,1,2,"7,7",0,0,2,0,0,5,1,1,28,153.0,1,s,[]
0,4,SP3,0,0,0,-0.035881199986353564,3,1,6,1,0,0,0,0,2,-1,-1,17,17.84,1,s,[]
1,4,SP3,1,0,0,0.08649793910069213,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,19,69.9,1,s,[]
3,4,SP3,1,0,0,0.18343483294115692,1,3,"8,8,6",1,2,0,0,0,1,-1,-1,18,93.18,1,s,[]
5,4,SP3,1,0,0,0.1330471993991867,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,20,71.7,1,s,[]
7,4,SP3,1,0,0,0.11323046466991254,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,22,77.35,1,s,[]
9,4,SP3,1,0,0,0.1085529230537045,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,21,73.55000000000001,1,s,[]
0,4,SP3,0,0,0,-0.0042063422487133946,3,1,6,1,0,0,0,0,6,2,1,17,25.14,1,s,[]
1,3,SP2,1,1,0,0.12710717406327632,0,3,"6,7,7",1,0,2,0,0,5,1,1,12,166.34,1,s,[]
3,3,SP2,1,1,0,0.03815939248867006,1,2,"7,6",1,0,1,0,0,3,1,1,13,151.4,1,s,[]
4,3,SP2,1,1,0,0.03794913426215427,0,3,"6,6,6",3,0,0,0,0,2,2,1,15,132.43,1,s,[]
5,4,SP3,0,0,0,0.07328976521286752,2,2,"6,8",1,1,0,0,0,1,3,1,18,62.05,1,s,[]
7,3,SP2,1,1,0,0.13213290014438933,0,3,"6,7,7",1,0,2,0,0,3,1,1,14,161.91,1,s,[]
0,4,SP3,0,0,0,-0.036100798930325716,3,1,6,1,0,0,0,0,3,-1,1,49,15.7,1,s,[]
1,3,SP2,1,1,0,-0.00897426196680268,0,3,"6,6,6",3,0,0,0,0,2,-1,1,46,125.8,1,s,[]
2,3,SP2,1,1,0,-0.055634725883508845,1,2,"6,6",2,0,0,0,0,3,-1,1,41,130.9,1,s,[]
3,3,SP2,1,1,0,-0.06173527339340999,1,2,"6,6",2,0,0,0,0,4,-1,1,33,121.95,1,s,[]
4,3,SP2,1,1,0,-0.05856475215063538,1,2,"6,6",2,0,0,0,0,3,-1,1,30,126.8,1,s,[]
5,3,SP2,1,1,0,-0.019663183604434937,1,2,"6,6",2,0,0,0,0,2,-1,1,36,111.1,1,s,[]
6,3,SP2,1,1,0,0.12259020794218368,0,3,"6,8,6",2,1,0,0,0,1,-1,1,43,155.8,1,s,[]
8,4,SP3,0,0,0,0.18529975369604618,2,2,"8,6",1,1,0,0,0,1,-1,2,47,67.12,1,s,[]
9,3,SP2,0,0,0,0.3441091913322025,0,3,"6,8,8",1,2,0,0,0,1,-1,3,27,168.0,1,s,[]
12,4,SP3,0,0,0,0.1542820183384397,2,2,"8,6",1,1,0,0,0,1,-1,2,48,65.2,1,s,[]
13,3,SP2,0,0,0,0.19982414888974498,0,3,"6,8,6",2,1,0,0,0,1,-1,1,28,192.9,1,s,[]
15,3,SP2,1,1,0,0.021438897487191452,0,3,"6,6,6",3,0,0,0,0,2,-1,1,45,132.8,1,s,[]
16,3,SP2,1,1,0,-0.047569819875703426,1,2,"6,6",2,0,0,0,0,3,-1,1,39,130.7,2,s,[]
17,3,SP2,1,1,0,-0.01844632160386043,1,2,"6,6",2,0,0,0,0,2,-1,1,34,121.77,2,s,[]
18,3,SP2,1,1,0,0.13077637198915124,0,3,"6,8,6",2,1,0,0,0,1,-1,1,42,154.46,1,s,[]
20,3,SP2,0,0,0,0.34302155958342045,0,3,"8,8,6",1,2,0,0,0,1,-1,1,26,164.8,1,s,[]
22,3,SP2,1,1,0,0.06005303662296322,0,3,"6,6,6",3,0,0,0,0,2,-1,1,44,129.15,1,s,[]
23,3,SP2,1,1,0,-0.047672057669063565,1,2,"6,6",2,0,0,0,0,3,-1,1,37,130.3,2,s,[]
24,3,SP2,1,1,0,-0.06140870312614327,1,2,"6,6",2,0,0,0,0,4,-1,1,31,128.51,2,s,[]
25,3,SP2,1,1,0,-0.062217443301311744,1,2,"6,6",2,0,0,0,0,5,-1,1,29,131.9,1,s,[]
26,3,SP2,1,1,0,-0.06140870312614327,1,2,"6,6",2,0,0,0,0,4,-1,1,31,128.51,2,s,[]
27,3,SP2,1,1,0,-0.047672057669063565,1,2,"6,6",2,0,0,0,0,3,-1,1,37,130.3,2,s,[]
28,3,SP2,1,1,0,-0.01844632160386043,1,2,"6,6",2,0,0,0,0,2,-1,1,34,121.77,2,s,[]
29,3,SP2,1,1,0,-0.047569819875703426,1,2,"6,6",2,0,0,0,0,3,-1,1,39,130.7,2,s,[]
0,4,SP3,0,0,0,-0.0653821983171504,3,1,6,1,0,0,0,0,9,-1,-1,45,14.05,1,s,[]
1,4,SP3,0,0,0,-0.056160718143689774,2,2,"6,6",2,0,0,0,0,8,-1,-1,51,22.5,1,s,[]
2,4,SP3,0,0,0,-0.05327373038927254,2,2,"6,6",2,0,0,0,0,7,-1,-1,55,31.56,1,s,[]
3,4,SP3,0,0,0,-0.04983506164396654,2,2,"6,6",2,0,0,0,0,6,-1,-1,53,28.92,1,s,[]
4,4,SP3,0,0,0,-0.03507179203392602,2,2,"6,6",2,0,0,0,0,5,-1,-1,48,31.380000000000003,1,s,[]
5,3,SP2,0,0,0,-0.088430620504305,1,2,"6,6",2,0,0,0,0,4,-1,-1,42,131.14999999999998,1,s,[]
6,3,SP2,0,0,0,-0.08564177111621005,1,2,"6,6",2,0,0,0,0,3,-1,-1,41,131.14999999999998,1,s,[]
7,4,SP3,0,0,0,-0.005180653564486597,2,2,"6,6",2,0,0,0,0,2,-1,-1,46,34.95,1,s,[]
8,4,SP3,0,0,0,0.07578625006891579,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,49,71.25,1,s,[]
10,3,SP2,0,0,0,-0.055899021842832346,1,2,"6,6",2,0,0,0,0,2,-1,-1,43,131.4,1,s,[]
11,3,SP2,0,0,0,-0.06371024834152672,1,2,"6,6",2,0,0,0,0,3,-1,-1,39,131.4,1,s,[]
12,3,SP2,0,0,0,-0.06249995274871302,1,2,"6,6",2,0,0,0,0,4,-1,-1,37,131.4,1,s,[]
13,3,SP2,0,0,0,-0.06250014109703385,1,2,"6,6",2,0,0,0,0,4,-1,-1,38,131.4,1,s,[]
14,3,SP2,0,0,0,-0.06372171319929355,1,2,"6,6",2,0,0,0,0,3,-1,-1,40,131.4,1,s,[]
15,3,SP2,0,0,0,-0.05621042239337507,1,2,"6,6",2,0,0,0,0,2,-1,-1,44,131.4,1,s,[]
16,4,SP3,0,0,0,0.0723645838107785,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,50,71.25,1,s,[]
18,4,SP3,0,0,0,-0.022790322921514557,2,2,"6,6",2,0,0,0,0,2,-1,-1,54,36.349999999999994,1,s,[]
19,4,SP3,0,0,0,-0.04001505568622619,2,2,"6,6",2,0,0,0,0,3,-1,-1,52,23.7,1,s,[]
20,4,SP3,0,0,0,0.04543050021420837,2,2,"6,6",2,0,0,0,0,2,-1,-1,47,36.2,1,s,[]
21,3,SP2,0,0,0,0.3028414787370117,0,3,"6,8,8",1,2,0,0,0,1,-1,-1,36,180.9,1,s,[]
0,4,SP3,0,0,0,0.07771785776163834,3,1,8,0,1,0,0,0,1,6,2,36,56.11,1,s,[]
2,3,SP2,1,1,0,0.1609061165894878,0,3,"8,6,6",2,1,0,0,0,1,4,1,32,152.7,1,s,[]
3,3,SP2,1,1,0,-0.016045304125878054,1,2,"6,6",2,0,0,0,0,2,5,1,30,116.35,1,s,[]
4,3,SP2,1,1,0,-0.0576500600128339,1,2,"6,6",2,0,0,0,0,3,4,1,29,129.4,1,s,[]
5,3,SP2,1,1,0,-0.04929477038112299,1,2,"6,6",2,0,0,0,0,3,3,1,31,128.35000000000002,1,s,[]
6,3,SP2,1,1,0,0.04204471864831247,0,3,"6,6,6",3,0,0,0,0,2,2,1,34,123.55,1,s,[]
7,3,SP2,0,0,0,0.07741355382998089,1,2,"6,7",1,0,1,0,0,2,1,1,28,159.4,1,s,[]
10,4,SP3,0,0,0,0.19477972333405294,2,2,"8,6",1,1,0,0,0,1,2,4,38,65.2,1,s,[]
11,3,SP2,0,0,0,0.26052517759944993,0,3,"6,8,7",1,1,1,0,0,1,1,5,27,169.1,1,s,[]
14,4,SP3,1,0,0,0.04383363795967611,1,3,"7,6,6",2,0,1,0,0,3,1,7,42,50.18,1,s,[]
15,4,SP3,1,0,0,-0.01773420079731593,2,2,"6,6",2,0,0,0,0,3,2,8,39,28.9,1,s,[]
16,4,SP3,1,0,0,0.05222132636310314,2,2,"6,16",1,0,0,1,0,2,3,9,40,51.650000000000006,1,s,[]
20,4,SP3,1,0,0,0.07045862446540434,2,2,"16,6",1,0,0,1,0,2,2,8,41,56.0,1,s,[]
21,3,SP2,1,1,0,0.16908876512101417,0,3,"6,8,6",2,1,0,0,0,1,3,1,33,150.3,1,s,[]
23,4,SP3,0,0,0,0.07775239757762853,3,1,8,0,1,0,0,0,1,5,2,37,61.5,1,s,[]
0,4,SP3,0,0,0,-0.0009061961277912608,3,1,6,1,0,0,0,0,2,-1,2,44,26.5,1,s,[]
1,3,SP2,0,0,0,0.1593226566025343,0,3,"6,8,6",2,1,0,0,0,1,-1,1,28,195.9,1,s,[]
3,3,SP2,1,1,0,0.01793196517481826,0,3,"6,6,6",3,0,0,0,0,2,-1,1,39,129.0,1,s,[]
4,3,SP2,1,1,0,-0.04030334683697693,1,2,"6,6",2,0,0,0,0,3,-1,1,34,127.1,1,s,[]
5,3,SP2,1,1,0,0.021540996618234054,0,3,"6,6,6",3,0,0,0,0,2,-1,1,41,123.57499999999999,1,s,[]
6,3,SP2,0,0,0,0.15961286931098345,0,3,"6,6,8",2,1,0,0,0,1,-1,1,29,201.76,1,s,[]
7,4,SP3,0,0,0,-0.0008950059415941132,3,1,6,1,0,0,0,0,2,-1,2,45,29.37,1,s,[]
9,3,SP2,1,1,0,-0.030332219843250022,0,3,"6,6,6",3,0,0,0,0,3,-1,1,43,126.75,1,s,[]
10,4,SP3,1,0,0,0.022986306238505536,1,3,"6,6,6",3,0,0,0,0,2,-1,1,51,31.685000000000002,1,s,[]
11,4,SP3,1,0,0,0.09543307087679735,2,2,"6,8",1,1,0,0,0,1,-1,2,49,70.28,1,s,[]
13,3,SP2,1,1,0,0.1329740805428475,0,3,"8,6,6",2,1,0,0,0,1,-1,1,38,149.6,1,s,[]
14,3,SP2,1,1,0,-0.00424715668502427,0,3,"6,6,6",3,0,0,0,0,2,-1,1,42,114.0,1,s,[]
15,3,SP2,1,1,0,-0.051596266325840565,1,2,"6,6",2,0,0,0,0,3,-1,1,35,129.1,1,s,[]
16,3,SP2,1,1,0,-0.01872927245192914,1,2,"6,6",2,0,0,0,0,2,-1,1,32,108.5,1,s,[]
17,3,SP2,1,1,0,0.13107335346066493,0,3,"6,6,8",2,1,0,0,0,1,-1,1,37,150.3,1,s,[]
18,3,SP2,1,1,0,0.05874558714689332,0,3,"6,6,6",3,0,0,0,0,2,-1,1,40,109.9,1,s,[]
19,3,SP2,1,0,0,-0.04758210200457925,1,2,"6,6",2,0,0,0,0,3,-1,1,30,116.9,1,s,[]
20,3,SP2,1,0,0,-0.040926194125244016,1,2,"6,6",2,0,0,0,0,2,-1,2,31,129.3,1,s,[]
21,4,SP3,1,0,0,0.121875263863339,0,4,"6,6,6,8",3,1,0,0,0,1,-1,2,48,77.15,1,s,[]
22,4,SP3,0,0,0,-0.02140765733622271,3,1,6,1,0,0,0,0,2,-1,3,46,28.0,1,s,[]
23,4,SP3,0,0,0,-0.02140765733622271,3,1,6,1,0,0,0,0,2,-1,3,46,28.0,1,s,[]
25,4,SP3,1,0,0,-0.013975058406570678,2,2,"6,6",2,0,0,0,0,3,-1,1,50,31.32,1,s,[]
26,3,SP2,1,1,0,-0.05717122598683045,1,2,"6,6",2,0,0,0,0,4,-1,1,36,127.6,1,s,[]
27,3,SP2,1,1,0,-0.051095953646341,1,2,"6,6",2,0,0,0,0,3,-1,1,33,130.4,1,s,[]
0,3,SP2,0,0,0,-0.0984677625928681,2,1,6,1,0,0,0,0,5,-1,2,12,114.53,1,s,[]
1,3,SP2,0,0,0,-0.06206699372631934,1,2,"6,6",2,0,0,0,0,4,-1,1,13,136.4,1,s,[]
2,3,SP2,1,1,0,-0.022293882181895687,0,3,"6,6,6",3,0,0,0,0,3,-1,1,19,130.6,1,s,[]
3,3,SP2,1,1,0,-0.008857613293978557,1,2,"6,6",2,0,0,0,0,2,-1,1,16,110.07,1,s,[]
4,3,SP2,1,1,0,0.16057138037137483,0,3,"6,8,6",2,1,0,0,0,1,-1,1,18,148.8,1,s,[]
6,4,SP3,0,0,0,0.07771761644994953,3,1,8,0,1,0,0,0,1,-1,2,20,56.105000000000004,1,s,[]
7,3,SP2,1,1,0,0.15716858858081123,0,3,"6,8,6",2,1,0,0,0,1,-1,1,17,148.60000000000002,1,s,[]
9,3,SP2,1,1,0,-0.015736889599424018,1,2,"6,6",2,0,0,0,0,2,-1,1,14,115.6,1,s,[]
10,3,SP2,1,1,0,-0.05105115160756577,1,2,"6,6",2,0,0,0,0,3,-1,1,15,128.3,1,s,[]
0,4,SP3,0,0,0,0.014835283400661307,3,1,6,1,0,0,0,0,2,2,-1,38,22.6,1,s,[]
1,3,SP2,0,0,0,0.21685645155508396,0,3,"6,8,7",1,1,1,0,0,1,1,-1,36,174.5,1,s,[]
4,4,SP3,1,0,0,0.10807606410523807,1,3,"7,6,6",2,0,1,0,0,2,1,-1,50,53.525000000000006,1,s,[]
5,4,SP3,1,0,0,0.1776952002690686,1,3,"6,8,8",1,2,0,0,0,1,2,-1,42,93.15,1,s,[]
8,4,SP3,1,0,0,0.11263970496465668,1,3,"8,6,6",2,1,0,0,0,1,4,-1,44,76.2,1,s,[]
9,4,SP3,0,0,0,0.0721438138782946,2,2,"6,8",1,1,0,0,0,1,5,-1,40,61.5,1,s,[]
11,4,SP3,1,0,0,0.11733171430540987,1,3,"6,8,6",2,1,0,0,0,1,3,-1,48,79.55000000000001,1,s,[]
13,4,SP3,1,0,0,0.18673181475546957,1,3,"8,8,6",1,2,0,0,0,1,5,-1,41,104.30000000000001,1,s,[]
15,4,SP3,1,0,0,0.11228838666034525,1,3,"8,6,6",2,1,0,0,0,1,7,-1,43,78.15,1,s,[]
16,4,SP3,0,0,0,0.07213220456270159,2,2,"6,8",1,1,0,0,0,1,8,-1,39,62.6,1,s,[]
18,4,SP3,1,0,0,0.11109641469953145,1,3,"6,8,6",2,1,0,0,0,1,8,-1,46,71.5,1,s,[]
20,4,SP3,1,0,0,0.11334338601892675,1,3,"6,8,6",2,1,0,0,0,1,7,-1,47,77.9,1,s,[]
22,4,SP3,1,0,0,0.13326773620000207,1,3,"6,8,6",2,1,0,0,0,1,6,-1,45,75.3,1,s,[]
24,4,SP3,1,0,0,0.10801664047971844,1,3,"6,8,6",2,1,0,0,0,1,2,-1,49,76.5,1,s,[]
0,4,SP3,0,0,0,0.0676678877997867,3,1,7,0,0,1,0,0,6,1,-1,20,52.96,3,s,[]
2,4,SP3,0,0,0,0.0676678877997867,3,1,7,0,0,1,0,0,6,1,-1,20,52.96,3,s,[]
3,4,SP3,0,0,0,0.0676678877997867,3,1,7,0,0,1,0,0,6,1,-1,20,52.96,3,s,[]
4,4,SP3,0,0,0,0.07835821633202912,2,2,"7,6",1,0,1,0,0,4,1,-1,23,66.23,1,s,[]
5,4,SP3,0,0,0,0.0017472380254832214,2,2,"6,6",2,0,0,0,0,3,2,-1,19,29.4,1,s,[]
6,4,SP3,0,0,0,-0.007793281026969569,2,2,"6,6",2,0,0,0,0,2,3,-1,18,38.43,1,s,[]
7,3,SP2,0,0,0,0.04160733486529459,0,3,"6,8,8",1,2,0,0,0,1,4,-1,17,184.57,1,s,[]
1,3,SP2,0,0,0,0.22558063313531165,0,3,"8,6,7",1,1,1,0,0,1,1,3,35,173.5,1,s,[]
2,4,SP3,1,0,0,0.042482859155696856,1,3,"6,6,6",3,0,0,0,0,2,2,2,59,43.42,1,s,[]
3,4,SP3,1,0,0,-0.03720592748371909,2,2,"6,6",2,0,0,0,0,3,3,2,55,25.35,1,s,[]
4,4,SP3,1,0,0,-0.0268416236796223,2,2,"6,6",2,0,0,0,0,4,4,1,47,28.5,1,s,[]
5,3,SP2,1,1,0,-0.04475891774514491,0,3,"6,6,6",3,0,0,0,0,5,5,1,42,135.8,1,s,[]
6,3,SP2,1,1,0,-0.058769273073603114,1,2,"6,6",2,0,0,0,0,6,6,1,40,128.9,1,s,[]
7,3,SP2,1,1,0,-0.06197439366406209,1,2,"6,6",2,0,0,0,0,7,7,1,38,126.25,1,s,[]
8,3,SP2,1,1,0,-0.061974010363192916,1,2,"6,6",2,0,0,0,0,6,6,1,39,126.1,1,s,[]
9,3,SP2,1,1,0,-0.058744718302505626,1,2,"6,6",2,0,0,0,0,5,5,1,41,129.1,1,s,[]
10,3,SP2,1,1,0,-0.044019067132726325,0,3,"6,6,6",3,0,0,0,0,4,4,1,43,134.7,1,s,[]
11,4,SP3,1,0,0,-0.01592703925201244,2,2,"6,6",2,0,0,0,0,3,3,1,54,31.4,1,s,[]
13,4,SP3,0,0,0,0.033243319939227765,2,2,"7,6",1,0,1,0,0,3,1,5,49,52.84,1,s,[]
14,4,SP3,0,0,0,0.01587940440712499,2,2,"6,7",1,0,1,0,0,4,1,6,48,40.8,1,s,[]
16,4,SP3,1,0,0,-0.0017512509975997207,2,2,"7,6",1,0,1,0,0,6,1,8,50,54.1,2,s,[]
17,4,SP3,1,0,0,-0.0391983051014341,2,2,"6,6",2,0,0,0,0,7,2,9,52,23.5,2,s,[]
18,4,SP3,1,0,0,-0.0391983051014341,2,2,"6,6",2,0,0,0,0,7,2,9,52,23.5,2,s,[]
19,4,SP3,1,0,0,-0.0017512509975997207,2,2,"6,7",1,0,1,0,0,6,1,8,50,54.1,2,s,[]
20,4,SP3,0,0,0,0.023648594967908467,2,2,"7,6",1,0,1,0,0,3,1,5,57,52.7,1,s,[]
21,4,SP3,1,0,0,-0.019899898743848975,1,3,"6,6,6",3,0,0,0,0,4,2,6,60,36.61,1,s,[]
22,4,SP3,1,0,0,-0.03052152005156206,2,2,"6,6",2,0,0,0,0,5,3,7,56,31.799999999999997,1,s,[]
23,3,SP2,1,0,0,-0.08819610842472962,1,2,"6,6",2,0,0,0,0,6,4,8,37,126.7,1,s,[]
24,3,SP2,1,0,0,-0.08851609800986344,1,2,"6,6",2,0,0,0,0,7,5,9,36,127.2,1,s,[]
25,4,SP3,1,0,0,-0.03473261553074652,2,2,"6,6",2,0,0,0,0,6,4,8,46,25.3,1,s,[]
26,4,SP3,1,0,0,-0.04498108944315593,2,2,"6,6",2,0,0,0,0,5,3,7,58,32.18,1,s,[]
0,4,SP3,0,0,0,0.06774076260844766,3,1,7,0,0,1,0,0,4,1,-1,22,53.5,3,s,[]
2,4,SP3,0,0,0,0.06774076260844766,3,1,7,0,0,1,0,0,4,1,-1,22,53.5,3,s,[]
3,4,SP3,0,0,0,0.06774076260844766,3,1,7,0,0,1,0,0,4,1,-1,22,53.5,3,s,[]
4,4,SP3,0,0,0,0.10495233849250134,2,2,"7,6",1,0,1,0,0,2,1,-1,25,67.64,1,s,[]
5,4,SP3,0,0,0,0.11330565434692871,1,3,"6,8,6",2,1,0,0,0,1,2,-1,21,69.2,1,s,[]
7,4,SP3,0,0,0,0.07686236543495516,2,2,"6,6",2,0,0,0,0,2,3,-1,20,42.4,1,s,[]
8,3,SP2,0,0,0,0.3057129869555356,0,3,"6,8,8",1,2,0,0,0,1,4,-1,19,172.8,1,s,[]
0,4,SP3,0,0,0,0.08072198748722943,3,1,8,0,1,0,0,0,1,9,5,40,52.2,1,s,[]
2,3,SP2,0,0,0,0.34338039219507305,0,3,"8,8,6",1,2,0,0,0,1,7,3,25,169.3,1,s,[]
4,4,SP3,0,0,0,0.18525729955278492,2,2,"6,8",1,1,0,0,0,1,6,2,42,65.2,1,s,[]
6,3,SP2,1,1,0,0.11983928618066815,0,3,"8,6,6",2,1,0,0,0,1,4,1,34,156.14999999999998,1,s,[]
7,3,SP2,1,1,0,-0.017856401264127627,1,2,"6,6",2,0,0,0,0,2,3,1,26,114.19,2,s,[]
8,3,SP2,1,1,0,-0.034257924161709044,1,2,"6,6",2,0,0,0,0,3,2,1,30,123.0,2,s,[]
9,3,SP2,1,1,0,0.04907608877891789,0,3,"6,7,6",2,0,1,0,0,3,1,1,36,139.7,1,s,[]
14,3,SP2,1,1,0,0.0874643529343014,0,3,"16,6,6",2,0,0,1,0,2,2,1,37,131.55,1,s,[]
15,3,SP2,1,1,0,-0.03956374662510359,1,2,"6,6",2,0,0,0,0,3,3,1,32,127.8,2,s,[]
16,3,SP2,1,1,0,-0.03717021567904767,1,2,"6,6",2,0,0,0,0,4,2,1,28,118.845,2,s,[]
17,3,SP2,1,1,0,0.04073862656401967,0,3,"6,7,6",2,0,1,0,0,3,1,1,35,143.08499999999998,1,s,[]
19,3,SP2,0,0,0,0.22074741320992278,0,3,"7,6,8",1,1,1,0,0,1,1,2,24,168.6,1,s,[]
20,4,SP3,0,0,0,0.015186599404709003,3,1,6,1,0,0,0,0,2,2,3,41,24.0,1,s,[]
22,3,SP2,1,1,0,-0.03717021567904767,1,2,"6,6",2,0,0,0,0,4,2,1,28,118.845,2,s,[]
23,3,SP2,1,1,0,-0.03956374662510359,1,2,"6,6",2,0,0,0,0,3,3,1,32,127.8,2,s,[]
24,3,SP2,1,1,0,-0.034257924161709044,1,2,"6,6",2,0,0,0,0,3,2,1,30,123.0,2,s,[]
25,3,SP2,1,1,0,-0.017856401264127627,1,2,"6,6",2,0,0,0,0,2,3,1,26,114.19,2,s,[]
0,4,SP3,0,0,0,0.08095236276176439,3,1,8,0,1,0,0,0,1,10,3,43,52.24,1,s,[]
2,3,SP2,0,0,0,0.3373417747916364,0,3,"8,8,6",1,2,0,0,0,1,8,1,30,166.4,1,s,[]
4,3,SP2,1,1,0,0.059613025731985445,0,3,"6,6,6",3,0,0,0,0,2,7,1,36,129.0,1,s,[]
5,3,SP2,1,1,0,-0.04738346272516755,1,2,"6,6",2,0,0,0,0,3,6,1,32,129.7,2,s,[]
6,3,SP2,1,1,0,-0.05733138923885575,1,2,"6,6",2,0,0,0,0,4,5,1,34,128.45,2,s,[]
7,3,SP2,1,1,0,-0.03760855877239737,0,3,"6,6,6",3,0,0,0,0,5,4,1,37,136.21,1,s,[]
8,4,SP3,0,0,0,0.024722231187382804,2,2,"6,16",1,0,0,1,0,6,3,1,44,38.845,1,s,[]
10,3,SP2,1,1,0,0.12774616570900846,0,3,"16,7,6",1,0,1,1,0,5,1,1,38,137.77,1,s,[]
12,3,SP2,1,1,0,0.11882575627739504,1,2,"7,7",0,0,2,0,0,5,1,1,31,152.495,1,s,[]
14,3,SP2,1,1,0,0.16611487790880616,0,3,"7,6,7",1,0,2,0,0,3,1,1,41,149.75,1,s,[]
15,3,SP2,1,1,0,0.13995352524399168,0,3,"6,7,6",2,0,1,0,0,4,1,1,40,130.75,1,s,[]
17,3,SP2,1,1,0,0.09937319659226072,1,2,"7,7",0,0,2,0,0,3,1,1,39,140.2,1,s,[]
19,4,SP3,1,0,0,0.16535976994596255,1,3,"7,8,6",1,1,1,0,0,1,1,1,48,88.2,1,s,[]
21,4,SP3,1,0,0,0.1118346959738065,1,3,"8,6,6",2,1,0,0,0,1,3,3,49,85.95,1,s,[]
22,4,SP3,0,0,0,0.0721136740664855,2,2,"6,8",1,1,0,0,0,1,4,4,45,62.15,1,s,[]
24,4,SP3,1,0,0,0.11278623661156188,1,3,"6,8,6",2,1,0,0,0,1,3,3,46,71.05000000000001,1,s,[]
